URL,TITLE,LOCATION,DISTANCE,BUYS,NORMAL PRICE,DISCOUNT PRICE
https://www.groupon.com/,Muk Luks Women's Thong Sandals,$26.99,,50+ bought,$44,$26.99
https://www.groupon.com/,Up to 53% Off at Point Blank Range & Gun Shop,Multiple Locations,• 14.3 mi,60+ bought,$40.56,$19.99
https://www.groupon.com/,20% Cash Back at Devil Dawgs,Multiple Locations,,,,
https://www.groupon.com/,Up to 59% Off Classes at Yoga Six,Multiple Locations,• 0.9 mi,10+ bought,$119,$49
https://www.groupon.com/,Romantic Chicagoland Suites with Private Pools,Northbrook; IL,• 19.6 mi,120+ bought,$289,$149
https://www.groupon.com/,Up to 91% Off Custom Faux-Mink Photo Blankets from Printerpix,$8.99,,25;000+ bought,$79.95,$8.99
https://www.groupon.com/,69% Off Ultimate Date Night Package with Movie and Restaurant Credit,$39,,1;000+ bought,$124,$39
https://www.groupon.com/,Up to 24% Off Admission to LEGOLAND Discovery Center Chicago,Schaumburg,• 23.8 mi,210+ bought,$20,$15.20
https://www.groupon.com/,Up to 50% Off Mother's Day Flowers and Gifts from ProFlowers,$20,,1;000+ bought,$40,$20
https://www.groupon.com/,White Fire Opal Heart and Key Bangle in 18K Rose Gold Plating,$19.99,,20+ bought,$80.99,$19.99
https://www.groupon.com/,Chicagoland Hotel with Fine Dining,Bloomingdale; IL,• 24.9 mi,8 bought,$109,From $75/nt
https://www.groupon.com/,Akribos XXIV Men's Chronograph Stainless Steel Quartz Watch,$69.99,,4 bought,$795,$69.99
https://www.groupon.com/,Free Two-Month Subscription to ABCmouse.com,Claim for Free,,100;000+ bought,$15.90,
https://www.groupon.com/,Luigi Franconi Men's Dress Socks (24-Pack),$34.99,,10+ bought,$102,$34.99
https://www.groupon.com/,15% Cash Back at Falafel and Shawarma Corner,Near North Side,,190+ claimed,,
https://www.groupon.com/,Women's Solid Color Cotton Sports Bras (6-Pack),$29.99,,30+ bought,$80,$29.99
https://www.groupon.com/,Great Wolf Lodge Water Park Resort in Traverse City,Traverse City; MI,• 224.7 mi,110+ bought,$250,From $119/nt
https://www.groupon.com/,20% Cash Back at Froyo Chicago,Multiple Locations,,1;000+ claimed,,
https://www.groupon.com/,Apple Original EarPod Headphones with Remote and Mic,$14.99,,1;000+ bought,$29.99,$14.99
https://www.groupon.com/,Portable Blood Pressure Monitor Collection,$24.99,,10+ bought,$64.99,$24.99
https://www.groupon.com/,Burndown at Sundown - Up to 50% Off Drag Racing,Route 66 Raceway,• 36.1 mi,640+ bought,$20,$10
https://www.groupon.com/,30% Cash Back at Wood Fire Counter,West Loop,,340+ claimed,,
https://www.groupon.com/,Men's 100% Cotton Regular Fit Washed Denim Jeans,$29.99,,9 bought,$39.99,$29.99
https://www.groupon.com/,Up to 28% Off Admission to Brookfield Zoo,Southwest Side,• 11.2 mi,10;000+ bought,$19.85,$14.50
https://www.groupon.com/,10% Cash Back at Leonidas Chocolate Cafe,Multiple Locations,,140+ claimed,,
https://www.groupon.com/,Great Wolf Lodge Water Park Resort in the Dells,Wisconsin Dells; WI,• 160.3 mi,220+ bought,$230,From $129/nt
https://www.groupon.com/,Family Friendly Resort on Lake Geneva,Fontana; WI,• 67.2 mi,100+ bought,$129,From $79/nt
https://www.groupon.com/,Jasmine Collection Reversible-Quilt Set (2- or 3-Piece),$24.99,,50+ bought,$119.99,$24.99
https://www.groupon.com/,Red Jeans Women's Crew Neck Short Sleeve Casual Denim Dress,$24.99,,10+ bought,$88,$24.99
https://www.groupon.com/,15% Cash Back at Sugar Fixe,North Side,,140+ claimed,,
https://www.groupon.com/,70% Off at Unlimited Tan,Multiple Locations,• 1.1 mi,1;000+ bought,$40,$12
https://www.groupon.com/,WallyPark Airport Parking (ORD) — Up to 30% Off Valet Parking,Wally Park O'Hare,• 14.2 mi,25;000+ bought,$14.95,$10.50
https://www.groupon.com/,20% Cash Back at Ryo Sushi,The Loop,,780+ claimed,,
https://www.groupon.com/,Wilton Armetale Classic Collection Serveware,$22.97,,,$57.25,$22.97
https://www.groupon.com/browse/chicago?context=local,20% Cash Back at Froyo Chicago,Multiple Locations,• 0.5 mi,1;000+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Up to 28% Off Admission to Brookfield Zoo,Southwest Side,• 11.2 mi,10;000+ bought,$19.85,$14.50
https://www.groupon.com/browse/chicago?context=local,WallyPark Airport Parking (ORD) — Up to 30% Off Valet Parking,Wally Park O'Hare,• 14.2 mi,25;000+ bought,$14.95,$10.50
https://www.groupon.com/browse/chicago?context=local,70% Off at Unlimited Tan,Multiple Locations,• 1.1 mi,1;000+ bought,$40,$12
https://www.groupon.com/browse/chicago?context=local,Up to 62% at Versailles Massage & Bar,South Loop,• 1 mi,5;000+ bought,$50,$25
https://www.groupon.com/browse/chicago?context=local,Sears Auto Centers — Up to 37% Off Oil Changes,Multiple Locations,• 6.7 mi,10;000+ bought,$29.99,$18.99
https://www.groupon.com/browse/chicago?context=local,Up to 25% Off Admission at the 360 CHICAGO Observation Deck,Chicago,• 1.4 mi,5;000+ bought,$96,$72
https://www.groupon.com/browse/chicago?context=local,30% Cash Back at Wood Fire Counter,West Loop,,350+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Midas — Up to 76% Off Oil Change,Multiple Locations,• 1 mi,5;000+ bought,$39.95,$22
https://www.groupon.com/browse/chicago?context=local,Save 15% - Earth Day Sale - Online Only,Get Coupon,,,,
https://www.groupon.com/browse/chicago?context=local,Up to 51% Off Reflexology Massages  at Healthy ZU Spa,Chicago,• 1.2 mi,5;000+ bought,$39,$19
https://www.groupon.com/browse/chicago?context=local,20% Cash Back at Devil Dawgs,Multiple Locations,,,,
https://www.groupon.com/browse/chicago?context=local,Ultimate Exposure Tanning Centers – 83% Off,Multiple Locations,• 1 mi,10;000+ bought,$179.97,$29.99
https://www.groupon.com/browse/chicago?context=local,Up to 57% Off at Vanessa Waller Acupuncture,Downtown,• 0.7 mi,30+ bought,$30,$15
https://www.groupon.com/browse/chicago?context=local,Chicago History Museum – 50% Off,Chicago History Museum,• 2.3 mi,1;000+ bought,$16,$8
https://www.groupon.com/browse/chicago?context=local,10% Cash Back at Leonidas Chocolate Cafe,Multiple Locations,,140+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Up to 63% Off Brazilian or Bikini Wax at Pampering Moments,Downtown,• 1 mi,70+ bought,$35,$14
https://www.groupon.com/browse/chicago?context=local,76% Off Kickboxing Classes at StrikeForce Fitness,Chicago,• 1.5 mi,190+ bought,$250,$59
https://www.groupon.com/browse/chicago?context=local,Up to 50% Off Bikini or Brazilian Waxes at Bella Pelle Salon & Spa,Little Italy,• 1.6 mi,640+ bought,$35,$19
https://www.groupon.com/browse/chicago?context=local,10% Cash Back at Stocks & Blondes,The Loop,,740+ claimed,,
https://www.groupon.com/browse/chicago?context=local,20% Off $50+ Order - Online & In-Store,Get Coupon,,,,
https://www.groupon.com/browse/chicago?context=local,Up to 69% Off No-Chip Manicures at Pampering Moments,Downtown,• 1 mi,160+ bought,$45,$15
https://www.groupon.com/browse/chicago?context=local,Up to 42% Off Rock Climbing at Chicago Bouldering Collective,Chicago,• 3.4 mi,1;000+ bought,$10,$7
https://www.groupon.com/browse/chicago?context=local,25% Cash Back at Bridgeport Yogurt and Cafe,South Side,,70+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Up to 62% Off Reflexology at Fit Foot Massage,Chicago,• 3.8 mi,10;000+ bought,$25,$18
https://www.groupon.com/browse/chicago?context=local,Up to 45% Off Drinks and Tokens at Emporium Arcade Bar,Multiple Locations,• 3.1 mi,5;000+ bought,$20,$11
https://www.groupon.com/browse/chicago?context=local,Up to 55% Off Brazilian or Bikini Wax at Sorelle,East Ukrainian Village,• 3.1 mi,1;000+ bought,$25,$12
https://www.groupon.com/browse/chicago?context=local,15% Cash Back at Sugar Fixe,North Side,,140+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Up to 71% Off Bowling and Shoe Rental at Brunswick Bowling,Multiple Locations,• 12.2 mi,1;000+ bought,$63.70,$19
https://www.groupon.com/browse/chicago?context=local,Up to 91% Off Custom Faux-Mink Photo Blankets from Printerpix,$8.99,,25;000+ bought,$79.95,$8.99
https://www.groupon.com/browse/chicago?context=local,Up to 51% Off Mani-Pedis at The Lashe Spot,Multiple Locations,• 1.1 mi,1;000+ bought,$45,$23
https://www.groupon.com/browse/chicago?context=local,20% Cash Back at Dine Restaurant,Greektown,,40+ claimed,,
https://www.groupon.com/browse/chicago?context=local,Up to 34%  Off Indoor Play at Ball Factory Indoor Play & Cafe,Naperville,• 31 mi,5;000+ bought,$22,$15
https://www.groupon.com/browse/chicago?context=local,Up to 50% Off Reflexology and Massage at Foot Smile Spa,DePaul,• 3.8 mi,1;000+ bought,$50,$25
https://www.groupon.com/browse/chicago?context=local,$20 Off 45 Minute Consultation; Evaluation And One Wholistic Healing Correction at The Sun Center,The Sun Center,• 2.5 mi,20+ bought,,$1
https://www.groupon.com/browse/chicago?context=local,Up to 64% Off at Moksha Yoga Center,Multiple Locations,• 1.8 mi,5;000+ bought,$80,$29
https://www.groupon.com/browse/chicago?context=local,55% Off Brazilian Wax at FM Hair Studio,FM Hair Studio,• 1.6 mi,10+ bought,$65,$29
https://www.groupon.com/goods,Tiny Tummy Tea Detox Cleansing Tea Blend (14- or 28-Day),$11.99,,5;000+ bought,$39.99,
https://www.groupon.com/goods,Muk Luks Women's Thong Sandals,$26.99,,50+ bought,$44,$26.99
https://www.groupon.com/goods,White Outdoor Gazebo Canopy Tent,$129.99,,,$899.95,$129.99
https://www.groupon.com/goods,Apple Lightning to USB Cable (1 or 2 Meter Options Available),$8.99,,1;000+ bought,$19.99,
https://www.groupon.com/goods,Akribos XXIV Men's Chronograph Stainless Steel Quartz Watch,$69.99,,4 bought,$795,$69.99
https://www.groupon.com/goods,Tri-Spinner Fidget Gadget with Premium Ceramic Bearing,$7.99,,5;000+ bought,$24.99,
https://www.groupon.com/goods,Luigi Franconi Men's Dress Socks (24-Pack),$34.99,,10+ bought,$102,$34.99
https://www.groupon.com/goods,Fitbit Charge HR Fitness Tracker and Heart Rate Monitor,$69.99,,25;000+ bought,$149.99,
https://www.groupon.com/goods,Bluestone Blood-Pressure Monitors,$12.99,,5;000+ bought,$54.99,
https://www.groupon.com/goods,Tempered Glass Screen Protector—iPhone 5; 6/6s; 6/6s Plus; 7; 7 Plus,$4.99,,100;000+ bought,$39.99,
https://www.groupon.com/goods,Women's Solid Color Cotton Sports Bras (6-Pack),$29.99,,30+ bought,$80,$29.99
https://www.groupon.com/goods,Women's Mother's Day T-Shirts,$12.99,,350+ bought,$36,
https://www.groupon.com/goods,Unisex Ankle-Length Compression Socks (6 Pairs),$12.99,,1;000+ bought,$99,
https://www.groupon.com/goods,3.44 CTTW Halo Stud Earrings with Swarovski Elements,$7.99,,10;000+ bought,$79,
https://www.groupon.com/goods,Angry Supplement Garcinia Cambogia Super Weight-Loss Stack,$5.99,,10;000+ bought,$23.77,
https://www.groupon.com/goods,Portable Blood Pressure Monitor Collection,$24.99,,10+ bought,$64.99,$24.99
https://www.groupon.com/goods,Women's Ruched Maxi Dress,$22.99,,5;000+ bought,$84,
https://www.groupon.com/goods,Sbelt's Miss Waist Trainer Body Shaper,$24.99,,25;000+ bought,$79.95,
https://www.groupon.com/goods,Isaac Liev Women's Open-Shoulder Short Sleeve Top,$14.99,,5;000+ bought,$35,
https://www.groupon.com/goods,Silicone Sport Replacement Band for Apple Watch,$8.99,,100;000+ bought,$49,
https://www.groupon.com/goods,PRESS PLAY Extended Battery Case for iPhone 6/6s; 6/6s Plus; 7; 7 Plus,$29.99,,10;000+ bought,$129.99,
https://www.groupon.com/goods,Fidget Spinner Gadget,$4.99,,1;000+ bought,$19.99,$4.99
https://www.groupon.com/goods,Fidget Spinner Stress and Anxiety Reliever Toy,$6.99,,5;000+ bought,$24.99,
https://www.groupon.com/goods,Art Naturals Essential Oil Diffuser,$21.99,,10;000+ bought,$69.99,
https://www.groupon.com/goods,ComforPedic Loft by Beautyrest Memory Foam Pillow,$20.99,,5;000+ bought,$119.99,
https://www.groupon.com/goods,Marquise-Cut Cubic Zirconia Engagement Ring in 18K White Gold Plating,$9.99,,10+ bought,$28.34,$9.99
https://www.groupon.com/goods,Orthopedic Contoured Pet Bed Lounger,$16.99,,10;000+ bought,$69.99,
https://www.groupon.com/goods,Jasmine Collection Reversible-Quilt Set (2- or 3-Piece),$24.99,,50+ bought,$119.99,$24.99
https://www.groupon.com/goods,Portable Pop-Up Pet Play Pen,$17.99,,1;000+ bought,$74.99,
https://www.groupon.com/goods,Toker Titanium Herb Grinder (5-Piece),$7.99,,25;000+ bought,$49.95,
https://www.groupon.com/goods,Alberto Cardinali Men's Tailored Fit Shirts,$11.99,,460+ bought,$38,
https://www.groupon.com/goods,Sonic FX Solo Toothbrush w/ 10 Brush Heads & 1 Interdental Head,$31.99,,25;000+ bought,$179.95,
https://www.groupon.com/goods,Hanes Women's Fleece Sweatshirt,$7.99,,20+ bought,$19.99,$7.99
https://www.groupon.com/goods,1- or 3-Pack Ultimate Garcinia Dual-Action Fat Burner Supplement...,$5.99,,5;000+ bought,$49.95,
https://www.groupon.com/goods,10 Ft Apple-Certified Braided Lightning Cable (1-; 2-; or 3-Pack),$8.99,,25;000+ bought,$49.99,
https://www.groupon.com/goods,Red Jeans Women's Crew Neck Short Sleeve Casual Denim Dress,$24.99,,10+ bought,$88,$24.99
https://www.groupon.com/goods,One Tough Brand Men's Cargo Shorts,$12.99,,1;000+ bought,$49,
https://www.groupon.com/goods,Salad To Go Bowl,$7.99,,10;000+ bought,$20,
https://www.groupon.com/goods,Bentgo Lunchbox Set (6-Piece),$15.99,,25;000+ bought,$51.96,
https://www.groupon.com/goods,5.10 CTTW Genuine Ruby Engagement Ring in 18K White Gold Plated Brass,$14.99,,10+ bought,$18.39,$14.99
https://www.groupon.com/goods,Teami 30-Day Detox Pack with Optional Original Pink Tumbler,$29.99,,280+ bought,$49.99,
https://www.groupon.com/goods,Vulcan Love Skin Vagina; Anus; and Mouth Stroker Collection,,,10;000+ bought,$15.99,$8.99
https://www.groupon.com/goods,Milanese Loop Band for Apple Watch Series 1 and 2,$17.99,,25;000+ bought,$149.95,
https://www.groupon.com/goods,Hot Shapers Women's Thermal Slimming Hot Pants,$26.99,,10;000+ bought,$79.95,
https://www.groupon.com/goods,Sterling Silver Plated Anklet Made with Swarovski Elements,$14.99,,10+ bought,$38.39,$14.99
https://www.groupon.com/goods,Smartphone Lanyard with Card Slot for Any Phone Up to 6",$7.99,,5;000+ bought,$19.99,
https://www.groupon.com/goods,John Weitz Men's Dress Socks (30-Pair-Pack),$32.99,,5;000+ bought,$100,
https://www.groupon.com/goods,6" Buffer/Polisher,$19.99,,4 bought,$31.49,$19.99
https://www.groupon.com/goods,Motion Activated Cordless Light with 7 LED Bulbs,,,1;000+ bought,$39.99,$7.99
https://www.groupon.com/goods/all?discount=gg-clearance,Sociology Women's Skirted Leggings (One Size),$3.97,,5;000+ bought,$39.99,
https://www.groupon.com/goods/all?discount=gg-clearance,Oak & Rush Mens Wing Tip Oxfords (Sizes 9; 10; 11),,,1;000+ bought,$79.99,$24.97
https://www.groupon.com/goods/all?discount=gg-clearance,Snow Joe 18" Ultra Electric Snow Thrower with Light,,,1;000+ bought,$311.89,$119.99
https://www.groupon.com/goods/all?discount=gg-clearance,1.00 CTTW Diamond Ring in Sterling Silver,,,430+ bought,$107.99,$64.97
https://www.groupon.com/goods/all?discount=gg-clearance,Water Drop Hook Earrings in Gold Plating,,,60+ bought,$24.29,$5.97
https://www.groupon.com/goods/all?discount=gg-clearance,Alex Toys The Secret Lives of Pets Craft Kits,$11.97,,4 bought,$21.99,$11.97
https://www.groupon.com/goods/all?discount=gg-clearance,CÉLINE Designer Handbags,$1;349.97,,4 bought,$2;250,
https://www.groupon.com/goods/all?discount=gg-clearance,Kenneth Cole Men's Dress Shoes (Sizes 7-10.5),$34.99,,1;000+ bought,$85,
https://www.groupon.com/goods/all?discount=gg-clearance,Verno Men's Classic-Fit Wool-Blend Overcoat with Detachable Bib,,,120+ bought,$495,$79.99
https://www.groupon.com/goods/all?discount=gg-clearance,XRay Oxford Collection Men's Dress Shoes,$24.97,,1;000+ bought,$89.99,
https://www.groupon.com/goods/all?discount=gg-clearance,Filson Men's Watches,$224.97,,270+ bought,$675,
https://www.groupon.com/goods/all?discount=gg-clearance,Opal Mom Necklace in Sterling Silver,$8.97,,170+ bought,$31.49,$8.97
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: Joshua and Sons Men's Watch with Date Dial,,,280+ bought,$325,$21.97
https://www.groupon.com/goods/all?discount=gg-clearance,Braveman Men's Slim Fit Sharkskin Suits (2-Piece),,,9 bought,$499.99,$66.97
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: 1/4 CTTW Diamond Heart Pendant in 10K Solid Gold,$119.97,,7 bought,$329,$119.97
https://www.groupon.com/goods/all?discount=gg-clearance,Men's Beverly Hills Polo Club Belts (2-Pack),,,10;000+ bought,$50,$9.97
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: August Steiner Men's Watch with a Multifunction Dial,$39.97,,810+ bought,$445,$39.97
https://www.groupon.com/goods/all?discount=gg-clearance,Marquise Cut Sapphire Engagement Ring in 18K White Gold,,,1;000+ bought,$62.49,$9.97
https://www.groupon.com/goods/all?discount=gg-clearance,Kenneth Cole Men's Sneakers,,,1;000+ bought,$85,$37.97
https://www.groupon.com/goods/all?discount=gg-clearance,NFL 5- or 7-Piece Bedding Sets,,,30+ bought,$149.99,$71.97
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: 1–2 CTTW Diamond Pendant in White Gold by Brilliant Diamond,,,4 bought,$2;340,$599.97
https://www.groupon.com/goods/all?discount=gg-clearance,Pink Cubic Zirconia and Fire Opal Bypass Ring in 18K White Gold,,,30+ bought,$36.49,$13.97
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: 1/4 CTTW Diamond Two-Stone Ring in 10K White Gold,,,,$399.99,$177.97
https://www.groupon.com/goods/all?discount=gg-clearance,RX7 1"; 1.25"; or 1.5" Curling Iron,,,180+ bought,$200,$29.99
https://www.groupon.com/goods/all?discount=gg-clearance,K&H; Outdoor Heated Cat House,,,2 bought,$159.99,$71.97
https://www.groupon.com/goods/all?discount=gg-clearance,Autographed 1980 USA Hockey Miracle on Ice Jerseys: Mike Eruzione,,,,$249,$161.97
https://www.groupon.com/goods/all?discount=gg-clearance,4-Pack Queen Fleece Leggings by Sociology (One Size),$4.97,,1;000+ bought,$59.99,
https://www.groupon.com/goods/all?discount=gg-clearance,BCBGeneration Assorted Booties (Sizes 6; 7.5; 8; 8.5),$27.97,,440+ bought,$129,
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: Wexley Home 1200TC Cotton-Rich Sheet Set (4- or 6-Piece),$34.97,,1;000+ bought,$220,
https://www.groupon.com/goods/all?discount=gg-clearance,Unionbay Witman Men's Athletic Sneakers,,,830+ bought,$99.99,$27.99
https://www.groupon.com/goods/all?discount=gg-clearance,Sonic Live-Feed Video Gimbal R/C Drone,,,,$399.99,$182.97
https://www.groupon.com/goods/all?discount=gg-clearance,Inspirational Quote Bar Necklace in Silver Plating,,,30+ bought,$21.89,$5.97
https://www.groupon.com/goods/all?discount=gg-clearance,Juvion Anti-Aging SkinXpert with Ion Charged Winkle-Reducing Serum,,,,$119.99,$71.97
https://www.groupon.com/goods/all?discount=gg-clearance,Spire by Galaxy Men's Heavyweight Jackets with Detachable Hood,,,1;000+ bought,$124.50,$29.97
https://www.groupon.com/goods/all?discount=gg-clearance,1/2 CTTW Diamond Earrings in 10K Yellow Gold,$349.97,,,$656.10,$349.97
https://www.groupon.com/goods/all?discount=gg-clearance,ALEX Sport and Activity Floor Mats,$69.97,,,$94.99,$69.97
https://www.groupon.com/goods/all?discount=gg-clearance,Wexley Home Sheer Voile 112"x84" Rod Pocket Window Panel Pair,$7.97,,1;000+ bought,$26.99,
https://www.groupon.com/goods/all?discount=gg-clearance,Clearance: Akribos XXIV Women's Diamond Multifunction Watch,$29.97,,260+ bought,$495,$29.97
https://www.groupon.com/goods/all?discount=gg-clearance,1.25 CTTW Halo Petite Diamond Engagement Wedding Ring (Size 5.5),$1;709.97,,,$1;999,$1;709.97
https://www.groupon.com/goods/all?discount=gg-clearance,Olive Street Women's Short Winter Boots,$9.97,,920+ bought,$79,
https://www.groupon.com/goods/all?discount=gg-clearance,Michael Kors Women's Sunglasses,$49.97,,600+ bought,$99,
https://www.groupon.com/goods/all?discount=gg-clearance,Bulova Accu Swiss Calibrator Automatic Men's Watch,$269.97,,,$329,$269.97
https://www.groupon.com/goods/all?discount=gg-clearance,0.33 Cttw Black and White Diamond 3 Piece Set in Sterling Silver,$84.97,,,$200,$84.97
https://www.groupon.com/goods/all?discount=gg-clearance,Sterling Silver Leaves Drop Earrings,,,1;000+ bought,$33.74,$7.97
https://www.groupon.com/goods/all?discount=gg-clearance,Adolfo Morris Men's Leather Chukka Boots,,,300+ bought,$118,$29.97
https://www.groupon.com/goods/all?discount=gg-clearance,Verno Men's Classic-Fit 100% Wool Suits (2-Piece) (Size 44Lx38W),$89.97,,,$795,$89.97
https://www.groupon.com/goods/all?discount=gg-clearance,NFL Black Infinity Scarf,$9.97,,5;000+ bought,$24.95,
https://www.groupon.com/goods/all?discount=gg-clearance,Groupon Exclusive: Quadrone Spectrum WiFi Quadcopter Drone,$24.99,,1;000+ bought,$99.99,
https://www.groupon.com/goods/all?discount=gg-clearance,0.56 CTTW Certified Diamond Engagement Rings in 14K Gold (Size 8),$539.97,,,$599.99,$539.97
https://www.groupon.com/browse/chicago?category=automotive,WallyPark Airport Parking (ORD) — Up to 30% Off Valet Parking,Wally Park O'Hare,• 14.2 mi,25;000+ bought,$14.95,$10.50
https://www.groupon.com/browse/chicago?category=automotive,Sears Auto Centers — Up to 37% Off Oil Changes,Multiple Locations,• 6.7 mi,10;000+ bought,$29.99,$18.99
https://www.groupon.com/browse/chicago?category=automotive,Up to 56% Off Car Washes at Strictly By Hand Car Wash,Downtown,• 1.7 mi,1;000+ bought,$81,$39
https://www.groupon.com/browse/chicago?category=automotive,Up to 39% Off Airport Transportation from GO Airport Express,Chicago,,1;000+ bought,$29,$20
https://www.groupon.com/browse/chicago?category=automotive,90% Off Online UAV Drone Flying Lessons at National Drone School,$19,,40+ bought,$199,$19
https://www.groupon.com/browse/chicago?category=automotive,Midas — Up to 76% Off Oil Change,Multiple Locations,• 1 mi,5;000+ bought,$39.95,$22
https://www.groupon.com/browse/chicago?category=automotive,Up to 63% Off Gas and Car Washes at Anna's Marketplace and Car Wash,Multiple Locations,• 16.6 mi,1;000+ bought,$16,$7
https://www.groupon.com/browse/chicago?category=automotive,58% Off 24-Hour Weekend Parking Pass at Olympia Centre Garage,Chicago,• 1.2 mi,970+ bought,$48,$20
https://www.groupon.com/browse/chicago?category=automotive,Sears Auto Center – Up to 44% Off Tire Services,Multiple Locations,• 6.7 mi,1;000+ bought,$89.99,$49.99
https://www.groupon.com/browse/chicago?category=automotive,Up to 47% Off Car Washes or Detailing at West Loop Auto Spa,Near West Side,• 1.3 mi,340+ bought,$105,$63
https://www.groupon.com/browse/chicago?category=automotive,Up to 84% Off Ferrari/Lamborghini Italian Supercar Experience at The Motorsport Lab,Gross Point,• 14 mi,210+ bought,$549,$89
https://www.groupon.com/browse/chicago?category=automotive,Up to 64% Off Auto-Detailing Services at River North Hand Car Wash & Detailing,Near North Side,• 1.3 mi,1;000+ bought,$170,$79
https://www.groupon.com/browse/chicago?category=automotive,Up to 54% Drive or Ride in a Ferrari; Lamborghini; and more at Xtreme Xperience,Xtreme Xperience (Autobahn Country Club),• 39.2 mi,380+ bought,$299,$199
https://www.groupon.com/browse/chicago?category=automotive,Up to 46% Off an Oil Change at Goodyear Car Care,Far Southeast Side,• 10.1 mi,310+ bought,$35,$19
https://www.groupon.com/browse/chicago?category=automotive,Up to 62% Off at Division Wickerwash,Ukrainian Village,• 3.3 mi,300+ bought,$125,$64.99
https://www.groupon.com/browse/chicago?category=automotive,Up to 71% Off Oil Changes at Carsplus Tire & Auto Service,Westmont,• 19.6 mi,20+ bought,$55,$16
https://www.groupon.com/browse/chicago?category=automotive,Up to 68% Off Car Washes in Northbrook at Car Pretty,Glenview,• 19.5 mi,1;000+ bought,$30,$11
https://www.groupon.com/browse/chicago?category=automotive,Up to 52% Off Car-Wash or Detail Packages at Fuller's Carwash; Detail & Lube Center,Hinsdale,• 16.7 mi,1;000+ bought,$39.98,$19
https://www.groupon.com/browse/chicago?category=automotive,Up to 29% Off Oil Change and Inspection at Midas Niles,Far North Side,• 13.2 mi,130+ bought,$24.95,$19
https://www.groupon.com/browse/chicago?category=automotive,Up to 66% Off Parking Passes at River North Self-Park,State-Kinzie-Wabash,• 0.7 mi,30+ bought,$200,$70
https://www.groupon.com/browse/chicago?category=automotive,Up to 37% Off Exterior Washes at Wise Hand Car Wash,Schaumburg,• 27.1 mi,610+ bought,$30,$19
https://www.groupon.com/browse/chicago?category=automotive,Midas — Up to 45% Off  at Midas Auto,Multiple Locations,• 8.3 mi,1;000+ bought,$39.95,$22
https://www.groupon.com/browse/chicago?category=automotive,Up to 57% Off Perillo Collision Center,River West,• 1.6 mi,100+ bought,$275,$119
https://www.groupon.com/browse/chicago?category=automotive,Up to 29% Off Oil Change and Inspection at Midas,Northwest Side,• 13.8 mi,50+ bought,$24.95,$19
https://www.groupon.com/browse/chicago?category=automotive,Up to 71% Off Oil-Change Packages at Fuller's Carwash; Detail & Lube Center,Hinsdale,• 16.7 mi,1;000+ bought,$55,$16
https://www.groupon.com/browse/chicago?category=automotive,85% Off Mobile Windshield Replacement at Safe Auto Glass,Chicago,,320+ bought,$100,$15
https://www.groupon.com/browse/chicago?category=automotive,50% Off Four-Wheel Alignment Service at W Auto Works,Lombard,• 19.6 mi,820+ bought,$90,$45
https://www.groupon.com/browse/chicago?category=automotive,57% Off O'Hare Car Service at J & J Limo Service; Inc.,O'Hare Airport,,690+ bought,$90,$39
https://www.groupon.com/browse/chicago?category=automotive,Up to 67% Off Driving Experience at Dream Drive Exotics,Chicagoland,• 1.6 mi,9 bought,$119,$39
https://www.groupon.com/browse/chicago?category=automotive,59% Off Parking at InterPark,Multiple Locations,• 0.1 mi,,$44,$18
https://www.groupon.com/browse/chicago?category=automotive,25% Off Park 'N Fly Promo Code | GROUPON EXCLUSIVE - Online Only,Get Coupon,,,,
https://www.groupon.com/browse/chicago?category=automotive,Up to 62% Off Oil Changes at ATA Auto Service,Avondale,• 5.8 mi,680+ bought,$70,$29
https://www.groupon.com/browse/chicago?category=automotive,Up to 42% Off Oil Changes at The OC Place,Downers Grove,• 21.6 mi,80+ bought,$29.99,$19
https://www.groupon.com/browse/chicago?category=automotive,Up to 46% Off Oil Change at Payless Express,North Itasca,• 19.2 mi,10+ bought,$34.99,$18.99
https://www.groupon.com/browse/chicago?category=automotive,Up to 54% Off Oil-Change Packages at Auto Plus,Multiple Locations,• 19.9 mi,610+ bought,$54.90,$25
https://www.groupon.com/browse/chicago?category=automotive,Up to 47% Off Brake Pad Replacement at Landspeed Auto Performance; Inc,North Side,• 5.3 mi,200+ bought,$140,$79
https://www.groupon.com/browse/chicago?category=automotive,46% Off a 4-Wheel Alignment from Nick's Precision Transmission,Multiple Locations,• 11.7 mi,80+ bought,$89.99,$49
https://www.groupon.com/browse/chicago?category=beauty-and-spas,70% Off at Unlimited Tan,Multiple Locations,• 1.1 mi,1;000+ bought,$40,$12
https://www.groupon.com/browse/chicago?category=beauty-and-spas,Up to 62% at Versailles Massage & Bar,South Loop,• 1 mi,5;000+ bought,$50,$25
